mutation_count,mouse_move_count,mouse_interaction_count,mouse_up_count,mouse_down_count,click_count,context_menu_count,dbl_click_count,focus_count,blur_count,touch_start_count,touch_move_departed_count,touch_end_count,touch_cancel_count,scroll_count,viewport_resize_count,input_count,touch_count,mutation_per_second,mouse_move_per_second,mouse_interaction_per_second,mouse_up_per_second,mouse_down_per_second,click_per_second,context_menu_per_second,dbl_click_per_second,focus_per_second,blur_per_second,touch_start_per_second,touch_move_departed_per_second,touch_end_per_second,touch_cancel_per_second,scroll_per_second,viewport_resize_per_second,input_per_second,touch_per_second,active_s,inactivity_s,DatesReha,Amounts,Dates,Table,Your Task,recording_id,step_id,workunit_id,class
5,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,6.195786865,1.239157373,8.674101611,1.239157373,1.239157373,1.239157373,0,0,2.478314746,2.478314746,0,0,0,0,0,0,1.239157373,0,0.807,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 8/11,Reliable
5,2,7,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,5.488474204,2.195389682,7.683863886,1.097694841,1.097694841,1.097694841,0,0,2.195389682,2.195389682,0,0,0,0,0,0,1.097694841,0,0.911,0,0,1,0,0,0,7344e352-5a31-4ae3-9e73-4cfbcb2a40e6#1085604a-7b18-4d1e-8926-a035b5d476d1#17d57736f,1470,Amounts - 9/11,Reliable
22,2,10,1,1,2,0,0,3,3,0,0,0,0,3,0,4,0,8.215085885,0.74682599,3.734129948,0.373412995,0.373412995,0.74682599,0,0,1.120238984,1.120238984,0,0,0,0,1.120238984,0,1.493651979,0,2.678,0,0,0,1,0,0,80af9ef8-1f08-45d9-b2bf-dd12a2598dcd#b653a1db-7d57-4091-ab20-ac0430ff35bb#1298bc9cb,1470,Dates - 5/5,Reliable
4,1,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,16.194331984,4.048582996,28.340080972,4.048582996,4.048582996,4.048582996,0,0,8.097165992,8.097165992,0,0,0,0,0,0,0,0,0.247,0,0,0,0,1,0,82cea1ac-cc7b-45ec-be74-af1008fd4b1b#7f2a60c7-33b6-4882-9157-ec5052ad34f4#19386eb9d,1470,Table - 2/7,Reliable
5,0,8,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,19.920318725,0,31.87250996,3.984063745,3.984063745,3.984063745,0,3.984063745,7.96812749,7.96812749,0,0,0,0,0,0,0,0,0.251,0,0,0,0,1,0,82cea1ac-cc7b-45ec-be74-af1008fd4b1b#7f2a60c7-33b6-4882-9157-ec5052ad34f4#19386eb9d,1470,Table - 3/7,Reliable
7,0,14,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,16.90821256,0,33.816425121,4.830917874,4.830917874,4.830917874,0,0,9.661835749,9.661835749,0,0,0,0,0,0,0,0,0.414,0,0,0,0,1,0,82cea1ac-cc7b-45ec-be74-af1008fd4b1b#7f2a60c7-33b6-4882-9157-ec5052ad34f4#19386eb9d,1470,Table - 4/7,Reliable
6,0,14,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,14.492753623,0,33.816425121,4.830917874,4.830917874,4.830917874,0,0,9.661835749,9.661835749,0,0,0,0,0,0,0,0,0.414,0,0,0,0,1,0,82cea1ac-cc7b-45ec-be74-af1008fd4b1b#7f2a60c7-33b6-4882-9157-ec5052ad34f4#19386eb9d,1470,Table - 5/7,Reliable
7,0,14,2,2,2,0,0,4,4,0,0,0,0,0,0,0,0,16.746411483,0,33.492822967,4.784688995,4.784688995,4.784688995,0,0,9.56937799,9.56937799,0,0,0,0,0,0,0,0,0.418,0,0,0,0,1,0,82cea1ac-cc7b-45ec-be74-af1008fd4b1b#7f2a60c7-33b6-4882-9157-ec5052ad34f4#19386eb9d,1470,Table - 6/7,Reliable
6,0,7,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,12.096774194,0,14.112903226,2.016129032,2.016129032,2.016129032,0,0,4.032258065,4.032258065,0,0,0,0,0,0,0,0,0.496,0,0,0,0,1,0,8a348e5d-db19-487d-a27f-fa635093a8d7#3bf45f7f-d192-450b-ae05-c5de4048614b#1adda1f8d,1470,Table - 5/7,Reliable
5,0,8,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,10.224948875,0,16.3599182,2.044989775,2.044989775,2.044989775,0,2.044989775,4.08997955,4.08997955,0,0,0,0,0,0,0,0,0.489,0,0,0,0,1,0,8a348e5d-db19-487d-a27f-fa635093a8d7#3bf45f7f-d192-450b-ae05-c5de4048614b#1adda1f8d,1470,Table - 6/7,Reliable
81,9,11,1,1,1,0,0,4,4,0,0,0,0,0,0,5,0,17.223049118,1.913672124,2.338932596,0.212630236,0.212630236,0.212630236,0,0,0.850520944,0.850520944,0,0,0,0,0,0,1.06315118,0,4.703,64.044,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 1/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.399568035,0,4.319654428,0,0,0,0,0,2.159827214,2.159827214,0,0,0,0,0,0,0,0,0.926,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 10/11,Reliable
5,3,6,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,2.953337271,1.772002363,3.544004725,0.590667454,0.590667454,1.181334908,0,0,0.590667454,0.590667454,0,0,0,0,0,0,0,0,1.693,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 11/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4.570383912,0,3.65630713,0,0,0,0,0,1.828153565,1.828153565,0,0,0,0,0,0,0,0,1.094,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 2/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.070993915,0,4.056795132,0,0,0,0,0,2.028397566,2.028397566,0,0,0,0,0,0,0,0,0.986,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 3/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.440696409,0,4.352557127,0,0,0,0,0,2.176278564,2.176278564,0,0,0,0,0,0,0,0,0.919,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 4/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.773672055,0,4.618937644,0,0,0,0,0,2.309468822,2.309468822,0,0,0,0,0,0,0,0,0.866,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 5/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.617977528,0,4.494382022,0,0,0,0,0,2.247191011,2.247191011,0,0,0,0,0,0,0,0,0.89,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 6/11,Reliable
5,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4.621072089,0,3.696857671,0,0,0,0,0,1.848428835,1.848428835,0,0,0,0,0,0,0,0,1.082,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 7/11,Reliable
5,2,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.488474204,2.195389682,4.390779363,0,0,0,0,0,2.195389682,2.195389682,0,0,0,0,0,0,0,0,0.911,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 8/11,Reliable
5,2,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5.208333333,2.083333333,4.166666667,0,0,0,0,0,2.083333333,2.083333333,0,0,0,0,0,0,0,0,0.96,0,0,1,0,0,0,8e450c2c-9d49-418c-8f43-19e6be9a8177#2b8bd7e0-e0c1-44be-b652-62bb96f00a6a#10538c64c,1470,Amounts - 9/11,Reliable
42,3,15,1,1,1,0,0,6,6,0,0,0,0,0,0,17,0,12.765957447,0.911854103,4.559270517,0.303951368,0.303951368,0.303951368,0,0,1.823708207,1.823708207,0,0,0,0,0,0,5.167173252,0,3.29,0,0,0,1,0,0,b9b1d796-bdc7-493b-95b4-59366aa9fb11#c29e36a1-c005-4d7e-a285-98e8464697a9#1298bc9cb,1470,Dates - 2/5,Reliable
39,0,15,1,1,1,0,0,6,6,0,0,0,0,0,0,17,0,11.754068716,0,4.52079566,0.301386377,0.301386377,0.301386377,0,0,1.808318264,1.808318264,0,0,0,0,0,0,5.123568415,0,3.318,0,0,0,1,0,0,b9b1d796-bdc7-493b-95b4-59366aa9fb11#c29e36a1-c005-4d7e-a285-98e8464697a9#1298bc9cb,1470,Dates - 4/5,Reliable
34,2,17,2,2,3,0,0,5,5,0,0,0,0,3,0,13,0,10.271903323,0.604229607,5.135951662,0.604229607,0.604229607,0.906344411,0,0,1.510574018,1.510574018,0,0,0,0,0.906344411,0,3.927492447,0,3.31,0,0,0,1,0,0,b9b1d796-bdc7-493b-95b4-59366aa9fb11#c29e36a1-c005-4d7e-a285-98e8464697a9#1298bc9cb,1470,Dates - 5/5,Reliable
