mutation_count;mouse_move_count;mouse_interaction_count;mouse_up_count;mouse_down_count;click_count;context_menu_count;dbl_click_count;focus_count;blur_count;touch_start_count;touch_move_departed_count;touch_end_count;touch_cancel_count;scroll_count;viewport_resize_count;input_count;touch_count;mutation_per_second;mouse_move_per_second;mouse_interaction_per_second;mouse_up_per_second;mouse_down_per_second;click_per_second;context_menu_per_second;dbl_click_per_second;focus_per_second;blur_per_second;touch_start_per_second;touch_move_departed_per_second;touch_end_per_second;touch_cancel_per_second;scroll_per_second;viewport_resize_per_second;input_per_second;touch_per_second;active_s;inactivity_s;DatesReha;Amounts;Dates;Table;Your Task;Prediction;Confidence;recording_id;step_id;workunit_id;class
44;7;49;3;3;3;0;0;20;20;0;0;0;0;8;0;22;0;4.330.708.661.417.320;0.6889763779527559;4.822.834.645.669.290;0.2952755905511811;0.2952755905511811;0.2952755905511811;0.0;0.0;1.968.503.937.007.870;1.968.503.937.007.870;0.0;0.0;0.0;0.0;0.7874015748031495;0.0;21.653.543.307.086.600;0.0;Okt 16;0.0;0;0;1;0;0;Reliable;0.79152185;3IZPORCT1FLSHEC2QVBSOOEB4Q6RH6#e578f844-95ab-42f2-b426-139357de8c0a#1AKDNGRS3Z39JJ;1469;Dates - 3/5;Reliable
6;2;19;2;2;2;0;1;4;4;2;0;2;0;0;0;0;0;4.811.547.714.514.830;16.038.492.381.716.100;15.236.567.762.630.300;16.038.492.381.716.100;16.038.492.381.716.100;16.038.492.381.716.100;0.0;0.8019246190858058;32.076.984.763.432.200;32.076.984.763.432.200;16.038.492.381.716.100;0.0;16.038.492.381.716.100;0.0;0.0;0.0;0.0;0.0;1247;0.0;0;1;0;0;0;Reliable;0.7643232;3KWGG5KP6JEA3QOUZV1ARYNLLBHCM9#8f8c5e1d-5d64-4583-b351-f1972c311f56#1A18BVR2AKF33J6;1468;Amounts - 2/11;Reliable
5;1;9;1;1;1;0;0;2;2;1;0;1;0;0;0;0;0;4.032.258.064.516.120;0.8064516129032259;7.258.064.516.129.030;0.8064516129032259;0.8064516129032259;0.8064516129032259;0.0;0.0;16.129.032.258.064.500;16.129.032.258.064.500;0.8064516129032259;0.0;0.8064516129032259;0.0;0.0;0.0;0.0;0.0;Jan 24;0.0;0;1;0;0;0;Reliable;0.7838907;3KWGG5KP6JEA3QOUZV1ARYNLLBHCM9#8f8c5e1d-5d64-4583-b351-f1972c311f56#1A18BVR2AKF33J6;1468;Amounts - 5/11;Reliable
4;1;9;1;1;1;0;0;2;2;1;0;1;0;0;0;0;0;35.523.978.685.612.700;0.8880994671403198;79.928.952.042.628.700;0.8880994671403198;0.8880994671403198;0.8880994671403198;0.0;0.0;17.761.989.342.806.300;17.761.989.342.806.300;0.8880994671403198;0.0;0.8880994671403198;0.0;0.0;0.0;0.0;0.0;1126;0.0;0;1;0;0;0;Reliable;0.74965554;3KWGG5KP6JEA3QOUZV1ARYNLLBHCM9#8f8c5e1d-5d64-4583-b351-f1972c311f56#1A18BVR2AKF33J6;1468;Amounts - 6/11;Reliable
5;1;9;1;1;1;0;0;2;2;1;0;1;0;0;0;0;0;4.545.454.545.454.540;0.9090909090909092;8.181.818.181.818.180;0.9090909090909092;0.9090909090909092;0.9090909090909092;0.0;0.0;1.818.181.818.181.810;1.818.181.818.181.810;0.9090909090909092;0.0;0.9090909090909092;0.0;0.0;0.0;0.0;0.0;01. Jan;0.0;0;1;0;0;0;Reliable;0.74062765;3KWGG5KP6JEA3QOUZV1ARYNLLBHCM9#8f8c5e1d-5d64-4583-b351-f1972c311f56#1A18BVR2AKF33J6;1468;Amounts - 9/11;Reliable
49;8;29;4;4;5;0;0;8;8;0;0;0;0;4;0;18;0;52.671.181.339.352.800;0.8599376545200472;31.172.739.976.351.700;0.4299688272600236;0.4299688272600236;0.5374610340750295;0.0;0.0;0.8599376545200472;0.8599376545200472;0.0;0.0;0.0;0.0;0.4299688272600236;0.0;19.348.597.226.701.000;0.0;9303;0.0;0;0;1;0;0;Reliable;0.9506698;3L21G7IH478QA43A21014XR1QOY1YS#bf737fb6-5e8d-4ec6-ac7e-c65e5d0382fb#1A19H7KOMN55AMU;1469;Dates - 5/5;Reliable
76;12;32;3;3;4;0;0;11;11;0;0;0;0;10;0;27;0;468.009.113.861.691;0.7389617587289857;1.970.564.689.943.960;0.1847404396822464;0.1847404396822464;0.2463205862429952;0.0;0.0;0.6773816121682369;0.6773816121682369;0.0;0.0;0.0;0.0;0.6158014656074882;0.0;1.662.663.957.140.210;0.0;16239;0.0;0;0;1;0;0;Reliable;0.97553504;3SR6AEG6W551EFOO4Q3MWK787DZYHT#06f2f0f4-ce3a-4831-9b0c-6560c4d03133#1A1JGKBIQF9TNPN;1468;Dates - 5/5;Reliable
6;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;3.710.575.139.146.560;0.0;4.329.004.329.004.320;0.6184291898577613;0.6184291898577613;0.6184291898577613;0.0;0.0;12.368.583.797.155.200;12.368.583.797.155.200;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1617;0.0;0;0;0;1;0;Reliable;0.9923618;3TKSOBLOHLSVAUSRU6F62Y69RROBBN#33f44d4d-9673-4c51-a035-51de1e76a15b#1A2YGFDGV28B83Y;1468;Table - 2/7;Reliable
5;1;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;11.933.174.224.343.600;23.866.348.448.687.300;19.093.078.758.949.800;23.866.348.448.687.300;23.866.348.448.687.300;23.866.348.448.687.300;0.0;23.866.348.448.687.300;4.773.269.689.737.470;4.773.269.689.737.470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;419;0.0;0;1;0;0;0;Reliable;0.78962374;3UOMW19E6DICVJ3O7WKOAWCZZG5C5X#e1503ccf-e65f-4306-8bf5-264931308378#1A2EQVOOEAXG3MF;1468;Amounts - 6/11;Reliable
5;1;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;6.321.112.515.802.780;12.642.225.031.605.500;18.963.337.547.408.300;2.528.445.006.321.110;2.528.445.006.321.110;2.528.445.006.321.110;0.0;12.642.225.031.605.500;5.056.890.012.642.220;5.056.890.012.642.220;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;791;0.0;0;1;0;0;0;Reliable;0.6693918;3UOMW19E6DICVJ3O7WKOAWCZZG5C5X#e1503ccf-e65f-4306-8bf5-264931308378#1A2EQVOOEAXG3MF;1468;Amounts - 8/11;Reliable
73;7;53;4;4;5;0;0;20;20;0;0;0;0;4;0;24;0;7.840.189.023.735.360;0.7517989474814736;5.692.192.030.931.150;0.429599398560842;0.429599398560842;0.5369992482010525;0.0;0.0;214.799.699.280.421;214.799.699.280.421;0.0;0.0;0.0;0.0;0.429599398560842;0.0;2.577.596.391.365.050;0.0;9311;0.0;0;0;1;0;0;Reliable;0.7823727;3WJGKMRWVIL7ZWIHM227880RCX0DC3#5a1c9908-d519-40a4-961d-d51d68fba42c#1A1QTBK3WK08BP7;1468;Dates - 5/5;Reliable
8;2;11;1;1;1;0;0;4;4;0;0;0;0;0;0;0;0;7.968.127.490.039.840;199.203.187.250.996;1.095.617.529.880.470;0.99601593625498;0.99601593625498;0.99601593625498;0.0;0.0;398.406.374.501.992;398.406.374.501.992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1004;0.0;0;1;0;0;0;Reliable;0.94083065;3Z33IC0JC0YRVFB013SAC45Q6JMV9O#e8f0405d-a302-4aa4-ae08-899c4dba9e16#1AJ91Y71JCKQ8O;1468;Amounts - 4/11;Reliable
11;2;22;3;3;3;0;0;6;7;0;0;0;0;0;0;0;0;13.365.735.115.431.300;2.430.133.657.351.150;26.731.470.230.862.600;36.452.004.860.267.300;36.452.004.860.267.300;36.452.004.860.267.300;0.0;0.0;7.290.400.972.053.460;850.546.780.072.904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8230000000000001;0.0;0;1;0;0;0;Reliable;0.70856214;3Z33IC0JC0YRVFB013SAC45Q6JMV9O#e8f0405d-a302-4aa4-ae08-899c4dba9e16#1AJ91Y71JCKQ8O;1468;Amounts - 5/11;Reliable
9;1;15;1;2;1;0;0;6;5;0;0;0;0;0;0;0;0;12.448.132.780.082.900;13.831.258.644.536.600;2.074.688.796.680.490;13.831.258.644.536.600;27.662.517.289.073.300;13.831.258.644.536.600;0.0;0.0;8.298.755.186.721.990;6.915.629.322.268.320;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;723;0.0;0;1;0;0;0;Reliable;0.76230216;3Z33IC0JC0YRVFB013SAC45Q6JMV9O#e8f0405d-a302-4aa4-ae08-899c4dba9e16#1AJ91Y71JCKQ8O;1468;Amounts - 6/11;Reliable
13;2;19;2;1;1;0;1;7;7;0;0;0;0;0;0;0;0;1.327.885.597.548.510;20.429.009.193.054.100;1.940.755.873.340.140;20.429.009.193.054.100;10.214.504.596.527.000;10.214.504.596.527.000;0.0;10.214.504.596.527.000;7.150.153.217.568.940;7.150.153.217.568.940;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;979;0.0;0;1;0;0;0;Reliable;0.72535956;3Z33IC0JC0YRVFB013SAC45Q6JMV9O#e8f0405d-a302-4aa4-ae08-899c4dba9e16#1AJ91Y71JCKQ8O;1468;Amounts - 7/11;Reliable
18;2;21;2;2;1;0;0;8;8;0;0;0;0;0;0;0;0;18.867.924.528.301.800;20.964.360.587.002.000;220.125.786.163.522;20.964.360.587.002.000;20.964.360.587.002.000;10.482.180.293.501.000;0.0;0.0;8.385.744.234.800.830;8.385.744.234.800.830;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;954;0.0;0;1;0;0;0;Reliable;0.7326601;3Z33IC0JC0YRVFB013SAC45Q6JMV9O#e8f0405d-a302-4aa4-ae08-899c4dba9e16#1AJ91Y71JCKQ8O;1468;Amounts - 9/11;Reliable
44;7;36;4;4;4;0;0;12;12;0;0;0;0;5;0;16;0;7.348.029.392.117.560;1.169.004.676.018.700;6.012.024.048.096.190;0.668002672010688;0.668002672010688;0.668002672010688;0.0;0.0;2.004.008.016.032.060;2.004.008.016.032.060;0.0;0.0;0.0;0.0;0.83500334001336;0.0;2.672.010.688.042.750;0.0;5988;0.0;0;0;1;0;0;Reliable;0.7821133;3ZURAPD288ZKADMFXB8DFCKLKDZ1FM#e7ea3343-fe11-403b-9fcb-83affae76f83#1AKDNGRS3Z39JJ;1469;Dates - 4/5;Reliable
1020;9;49;2;2;5;0;0;20;20;0;0;0;0;7;0;137;0;18.490.654.968.003.900;0.1631528379529757;0.8882765621884234;0.0362561862117723;0.0362561862117723;0.0906404655294309;0.0;0.0;0.3625618621177238;0.3625618621177238;0.0;0.0;0.0;0.0;0.1268966517412033;0.0;24.835.487.555.064.000;0.0;55163;0.0;0;0;0;0;1;Reliable;0.9972682;5eb513b1-6b09-4156-81c3-eb063cb440c2#95aa4a05-2cdb-444a-9811-2bb8376d419d#1aafabdda;970;Your Task;Reliable
71;28;63;7;7;7;0;0;21;21;0;0;0;0;0;0;12;0;23.840.703.804.439.000;0.9401967697525268;21.154.427.319.431.800;0.2350491924381317;0.2350491924381317;0.2350491924381317;0.0;0.0;0.7051475773143951;0.7051475773143951;0.0;0.0;0.0;0.0;0.0;0.0;0.4029414727510829;0.0;29781;0.0;0;0;1;0;0;Reliable;0.9864682;67184b6c-dc04-436f-be60-29e647b0f1f2#2b468abc-d108-4ccf-aaa9-cfe675c8a7df#19b2cea0e;1470;Dates - 4/5;Reliable
103;61;165;27;27;27;0;0;42;42;0;0;0;0;17;0;20;0;32.272.214.563.228.400;1.911.267.076.074.690;5.169.820.779.546.300;0.8459706730166687;0.8459706730166687;0.8459706730166687;0.0;0.0;13.159.543.802.481.500;13.159.543.802.481.500;0.0;0.0;0.0;0.0;0.5326482015290137;0.0;0.6266449429753101;0.0;31916;0.0;0;0;1;0;0;Reliable;0.9854015;6ed75e6e-5f11-4473-9bff-9f4ce92ed34e#121d33c9-46e2-406c-a4c5-b0736d22d5c0#10c6f2f4f;1470;Dates - 4/5;Reliable
5;0;14;2;2;1;0;1;4;4;0;0;0;0;0;0;0;0;1.146.788.990.825.680;0.0;3.211.009.174.311.920;4.587.155.963.302.750;4.587.155.963.302.750;2.293.577.981.651.370;0.0;2.293.577.981.651.370;9.174.311.926.605.500;9.174.311.926.605.500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;436;0.0;0;0;0;1;0;Reliable;0.65118;766260ef-beb7-47ae-826f-0b557dbcd917#a8e56539-9d8f-4d03-a1b0-b1b8d60537bb#1f577a337;1470;Table - 3/7;Reliable
43;1;17;1;1;1;0;0;7;7;0;0;0;0;0;0;39;0;4.100.705.702.841.880;0.0953652489032996;16.212.092.313.560.900;0.0953652489032996;0.0953652489032996;0.0953652489032996;0.0;0.0;0.6675567423230975;0.6675567423230975;0.0;0.0;0.0;0.0;0.0;0.0;37.192.447.072.286.800;0.0;10486;0.0;0;0;0;1;0;Reliable;0.9984818;95849ed2-612c-426f-85c9-eb671d0a08de#26f18d81-533e-47cb-af53-7d25ac9fc2cf#168d9e149;1470;Table - 6/7;Reliable
54;31;78;13;13;14;0;0;19;19;0;0;0;0;15;0;11;0;31.871.569.379.684.800;18.296.641.680.930.100;4.603.671.132.621.140;0.7672785221035235;0.7672785221035235;0.8262999468807176;0.0;0.0;1.121.407.070.766.680;1.121.407.070.766.680;0.0;0.0;0.0;0.0;0.8853213716579118;0.0;0.6492356725491353;0.0;16943;0.0;0;0;1;0;0;Reliable;0.9393516;9d2c92a1-24a0-4f51-8e83-fb7e29321b3f#56383a92-c10d-4e92-9db3-148754bd2425#10c6f2f4f;1470;Dates - 5/5;Reliable
35;3;16;1;1;2;0;0;6;6;0;0;0;0;0;0;33;0;36.904.259.805.989.000;0.3163222269084774;1.687.051.876.845.210;0.1054407423028258;0.1054407423028258;0.2108814846056516;0.0;0.0;0.6326444538169549;0.6326444538169549;0.0;0.0;0.0;0.0;0.0;0.0;3.479.544.495.993.250;0.0;9484;0.0;0;0;0;1;0;Reliable;0.99844813;b4fab5fa-1bec-4e36-b93a-88537d8f2c90#ff1009b6-d1e2-4b5e-88b7-5ed6460e2ce9#1682889b4;1470;Table - 7/7;Reliable
6;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;1.671.309.192.200.550;0.0;4.178.272.980.501.390;5.571.030.640.668.520;5.571.030.640.668.520;5.571.030.640.668.520;0.0;2.785.515.320.334.260;11.142.061.281.337.000;11.142.061.281.337.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;359;0.0;0;0;0;1;0;Reliable;0.64804107;cc7265f2-002f-4bce-8575-c610dfb45b98#021a2df6-5c9d-4b7c-8daa-aacff65aeb5d#1b46d2a54;1470;Table - 6/7;Reliable
5;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;102.880.658.436.214;0.0;308.641.975.308.642;411.522.633.744.856;411.522.633.744.856;411.522.633.744.856;0.0;205.761.316.872.428;823.045.267.489.712;823.045.267.489.712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;486;0.0;0;1;0;0;0;Reliable;0.60965157;dd515d01-0495-4fcc-9494-348d830af21a#c17937df-be08-4350-a012-d49abe77966d#1d120686d;1470;Amounts - 10/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;6.993.006.993.006.990;0.0;16.317.016.317.016.300;2.331.002.331.002.330;2.331.002.331.002.330;2.331.002.331.002.330;0.0;0.0;4.662.004.662.004.660;4.662.004.662.004.660;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;429;0.0;0;1;0;0;0;Reliable;0.7905208;dd515d01-0495-4fcc-9494-348d830af21a#c17937df-be08-4350-a012-d49abe77966d#1d120686d;1470;Amounts - 9/11;Reliable
1737;9;23;4;4;5;0;0;5;5;0;0;0;0;7;0;12;0;3.485.152.487.961.470;18.057.784.911.717.500;4.614.767.255.216.690;0.8025682182985556;0.8025682182985556;10.032.102.728.731.900;0.0;0.0;10.032.102.728.731.900;10.032.102.728.731.900;0.0;0.0;0.0;0.0;14.044.943.820.224.700;0.0;2.407.704.654.895.660;0.0;4.983.999.999.999.990;25986;0;0;0;0;1;Reliable;0.96778786;e77eaf37-ab6b-4a0c-8bf7-31ab2b8c1f82#b2a523f8-b2fc-48a6-b21f-d54924f8d84f#139012f12;970;Your Task;Reliable
6;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;13.129.102.844.638.900;0.0;32.822.757.111.597.300;43.763.676.148.796.400;43.763.676.148.796.400;43.763.676.148.796.400;0.0;21.881.838.074.398.200;8.752.735.229.759.290;8.752.735.229.759.290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;457;0.0;0;0;0;1;0;Reliable;0.6392834;efb4c4a6-0732-4d8d-a987-1fd4dbc39c0a#60d99c5f-af6b-44b4-8802-f338b872f337#14e92cd9c;1470;Table - 5/7;Reliable
6;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;13.129.102.844.638.900;0.0;32.822.757.111.597.300;43.763.676.148.796.400;43.763.676.148.796.400;43.763.676.148.796.400;0.0;21.881.838.074.398.200;8.752.735.229.759.290;8.752.735.229.759.290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;457;0.0;0;0;0;1;0;Reliable;0.6392834;efb4c4a6-0732-4d8d-a987-1fd4dbc39c0a#60d99c5f-af6b-44b4-8802-f338b872f337#14e92cd9c;1470;Table - 5/7;Reliable
60;7;55;3;3;3;0;0;23;23;0;0;0;0;11;0;26;0;52.802.956.965.590.000;0.6160344979318843;484.027.105.517.909;0.2640147848279504;0.2640147848279504;0.2640147848279504;0.0;0.0;20.241.133.503.476.100;20.241.133.503.476.100;0.0;0.0;0.0;0.0;0.968054211035818;0.0;228.812.813.517.557;0.0;11363;0.0;0;0;1;0;0;Reliable;0.79514825;302OLP89DZJ91PF52SB5I7SLRU9CA6#203ea800-0aa3-462c-890e-1980617e1509#1A2WAR6J3IYD6LK;1469;Dates - 4/5;Reliable
49;17;96;16;17;17;0;0;23;23;0;0;0;0;4;0;11;0;50.630.295.515.602.300;1.756.561.272.990.280;9.919.404.835.709.850;1.653.234.139.284.970;1.756.561.272.990.280;1.756.561.272.990.280;0.0;0.0;23.765.240.752.221.500;23.765.240.752.221.500;0.0;0.0;0.0;0.0;0.413308534821244;0.0;11.365.984.707.584.200;0.0;9678;0.0;0;0;1;0;0;Reliable;0.79674774;3D42WVSDH87H0JXI90FMTZVVRYEFY4#6542e98e-6fc7-4278-8ec5-d798f682cc3f#1A2T2ECXXWQJ1UL;1468;Dates - 5/5;Reliable
6;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;12. Mai;0.0;16.666.666.666.666.600;20.833.333.333.333.300;20.833.333.333.333.300;20.833.333.333.333.300;0.0;20.833.333.333.333.300;4.166.666.666.666.660;4.166.666.666.666.660;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48;0.0;0;0;0;1;0;Reliable;0.79966164;ecb6ecaa-63c1-499e-a496-7ef109c61906#7eaf6818-a201-4822-8e05-ef2490b4166a#1282221d9;1470;Table - 3/7;Reliable
72;4;21;1;1;1;0;0;9;9;0;0;0;0;3;0;33;0;7.550.335.570.469.790;0.4194630872483221;22.021.812.080.536.900;0.1048657718120805;0.1048657718120805;0.1048657718120805;0.0;0.0;0.9437919463087248;0.9437919463087248;0.0;0.0;0.0;0.0;0.3145973154362416;0.0;3.460.570.469.798.650;0.0;9536;0.0;0;0;1;0;0;Reliable;0.9784595;051503c-9d16-4af1-9f81-9bd39fee4dd8#c1bd4800-9b03-4503-8d08-3f4006ae1d9f#12d702422;1470;Dates - 4/5;Reliable
4;1;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;5.714.285.714.285.710;14.285.714.285.714.200;10.0;14.285.714.285.714.200;14.285.714.285.714.200;14.285.714.285.714.200;0.0;0.0;2.857.142.857.142.850;2.857.142.857.142.850;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0;1;0;0;0;Reliable;0.9217955;15d665f-772b-4cb4-ade3-cf7dda8095e8#348f8f57-1e84-4976-8f16-f216de4a28a3#1ad53ff64;1470;Amounts - 2/11;Reliable
72;2;21;1;1;1;0;0;9;9;0;0;0;0;0;0;32;0;5.999.500.041.663.190;0.1666527789350887;1.749.854.178.818.430;0.0833263894675443;0.0833263894675443;0.0833263894675443;0.0;0.0;0.7499375052078994;0.7499375052078994;0.0;0.0;0.0;0.0;0.0;0.0;266.644.446.296.142;0.0;12001;0.0;0;0;1;0;0;Reliable;0.9935563;2442ba3c-2a95-4164-98fd-8b4ecb0095c4#4c3cda8b-3fdf-4b77-80a8-cdf8f6172538#1f1ac08dc;1470;Dates - 3/5;Reliable
114;10;28;2;2;2;0;0;11;11;0;0;0;0;8;0;44;0;6.563.795.485.951.170;0.5757715338553662;1.612.160.294.795.020;0.1151543067710732;0.1151543067710732;0.1151543067710732;0.0;0.0;0.6333486872409028;0.6333486872409028;0.0;0.0;0.0;0.0;0.4606172270842929;0.0;2.533.394.748.963.610;0.0;17.368.000.000.000.000;16783;0;0;1;0;0;Reliable;0.9756074;2dd891ec-d87a-429e-90e4-abe7dc09b22c#8fb55a65-ea39-4172-9c68-24f2ad3c31a2#12981e638;1470;Dates - 1/5;Reliable
98;1;27;1;1;1;0;0;12;12;0;0;0;0;3;0;51;0;4.322.703.012.659.340;0.0441092144148912;11.909.487.892.020.600;0.0441092144148912;0.0441092144148912;0.0441092144148912;0.0;0.0;0.5293105729786952;0.5293105729786952;0.0;0.0;0.0;0.0;0.1323276432446738;0.0;2.249.569.935.159.450;0.0;22671;0.0;0;0;1;0;0;Reliable;0.99661785;311HQEI8RSS4QGSHN3JTJERG0PSZ7B#0b878df4-4149-4afe-9366-07daacdcfbc1#1A1MYCZT6OX9G20;1468;Dates - 2/5;Reliable
724;16;21;4;4;5;0;0;4;4;0;0;0;0;0;0;27;0;4.186.665.124.616.890;0.9252298617937894;12.143.641.936.043.400;0.2313074654484473;0.2313074654484473;0.2891343318105592;0.0;0.0;0.2313074654484473;0.2313074654484473;0.0;0.0;0.0;0.0;0.0;0.0;15.613.253.917.770.100;0.0;17293;0.0;0;0;0;0;1;Reliable;0.9955699;31HLTCK4BL76APY8F9YK4LRDBI2VG9#874fcbc8-3cba-4010-bc3b-9a9298442181#1A2X5O4JF9C8JZZ;971;Your Task;Reliable
97;58;171;30;30;30;0;1;40;40;0;0;0;0;28;0;19;0;28.808.173.205.429.000;17.225.505.627.988.400;5.078.554.245.493.150;0.8909744290338868;0.8909744290338868;0.8909744290338868;0.0;0.0296991476344628;11.879.659.053.785.100;11.879.659.053.785.100;0.0;0.0;0.0;0.0;0.831576133764961;0.0;0.5642838050547949;0.0;33671;0.0;0;0;1;0;0;Reliable;0.9946331;31KPKEKW4APUQ7PHWQIHIHAQ18R0BX#66f2aa99-1293-4a14-93c8-648142c935fd#1A2T2ECXXWQJ1UL;1468;Dates - 1/5;Reliable
33;13;23;4;4;5;0;0;5;5;0;0;0;0;10;0;18;0;2.684.017.893.452.620;10.573.403.822.692.100;1.870.679.137.860.910;0.3253355022366815;0.3253355022366815;0.406669377795852;0.0;0.0;0.406669377795852;0.406669377795852;0.0;0.0;0.0;0.0;0.813338755591704;0.0;1.464.009.760.065.060;0.0;12295;0.0;0;0;1;0;0;Reliable;0.9378192;31SIZS5W59R5U7B59LYMX26CW0WRQ7#c17426ad-4239-4d54-80c2-2013b1292b7d#1A1A7DXZCUM5RAJ;1469;Dates - 5/5;Reliable
