mutation_count;mouse_move_count;mouse_interaction_count;mouse_up_count;mouse_down_count;click_count;context_menu_count;dbl_click_count;focus_count;blur_count;touch_start_count;touch_move_departed_count;touch_end_count;touch_cancel_count;scroll_count;viewport_resize_count;input_count;touch_count;mutation_per_second;mouse_move_per_second;mouse_interaction_per_second;mouse_up_per_second;mouse_down_per_second;click_per_second;context_menu_per_second;dbl_click_per_second;focus_per_second;blur_per_second;touch_start_per_second;touch_move_departed_per_second;touch_end_per_second;touch_cancel_per_second;scroll_per_second;viewport_resize_per_second;input_per_second;touch_per_second;active_s;inactivity_s;DatesReha;Amounts;Dates;Table;Your Task;Prediction;Confidence;recording_id;step_id;workunit_id;class
5;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;9.174.311.926.605.500;0.0;14.678.899.082.568.800;18.348.623.853.211.000;18.348.623.853.211.000;18.348.623.853.211.000;0.0;18.348.623.853.211.000;36.697.247.706.422.000;36.697.247.706.422.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;545;0.0;0;0;0;1;0;Unreliable;0.47086722;257db84f-104b-4623-9f11-5824224703be#079984f0-57bd-4951-8f70-bbe4ce4fd9e1#1b269384b;1470;Table - 6/7;Reliable
14;1;23;2;2;2;0;1;8;8;0;0;0;0;0;0;0;0;11.824.324.324.324.300;0.8445945945945946;19.425.675.675.675.600;16.891.891.891.891.800;16.891.891.891.891.800;16.891.891.891.891.800;0.0;0.8445945945945946;6.756.756.756.756.750;6.756.756.756.756.750;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1184;0.0;0;1;0;0;0;Unreliable;0.47599283;31S7M7DAGG27JP8KL5VLGV809BATLS#66f268c5-774d-456a-9dee-a5949a96beb6#1A2AJA75AME8IR;1468;Amounts - 4/11;Reliable
9;0;21;3;3;3;0;0;6;6;0;0;0;0;0;0;0;0;59.760.956.175.298.800;0.0;1.394.422.310.756.970;199.203.187.250.996;199.203.187.250.996;199.203.187.250.996;0.0;0.0;398.406.374.501.992;398.406.374.501.992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1506;0.0;0;1;0;0;0;Unreliable;0.4342148;32FESTC2NH2TGYT38XSWI84FYHCUCF#3cfd60be-53ee-4d05-b6de-abec2e04cc2b#1A1JGKBIQF9TNPN;1468;Amounts - 8/9;Reliable
7;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;1.111.111.111.111.110;0.0;2.380.952.380.952.380;31.746.031.746.031.700;31.746.031.746.031.700;31.746.031.746.031.700;0.0;15.873.015.873.015.800;6.349.206.349.206.340;6.349.206.349.206.340;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.63;0.0;0;0;0;1;0;Unreliable;0.57009614;34R3P23QHSDXPATOPPLYBNMSWOJWHE#873673db-651e-4763-bd5c-7b1fefa898e8#1A3I4K12NLD367G;1468;Table - 3/7;Reliable
6;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;9.493.670.886.075.940;0.0;2.373.417.721.518.980;31.645.569.620.253.100;31.645.569.620.253.100;31.645.569.620.253.100;0.0;15.822.784.810.126.500;6.329.113.924.050.630;6.329.113.924.050.630;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;632;0.0;0;0;0;1;0;Unreliable;0.569291;34R3P23QHSDXPATOPPLYBNMSWOJWHE#873673db-651e-4763-bd5c-7b1fefa898e8#1A3I4K12NLD367G;1468;Table - 5/7;Reliable
5;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;1.002.004.008.016.030;0.0;1.603.206.412.825.650;2.004.008.016.032.060;2.004.008.016.032.060;2.004.008.016.032.060;0.0;2.004.008.016.032.060;4.008.016.032.064.120;4.008.016.032.064.120;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;499;0.0;0;0;0;1;0;Unreliable;0.5038704;385MDVINFCRTGGOEDPOJN0279GMWJI#8269b37b-3fef-4404-935b-49d81471266a#1AHK15S5SHL2MW;1468;Table - 5/7;Reliable
41;14;50;7;8;6;1;0;14;14;0;0;0;0;1;0;9;0;4.276.178.556.528.990;14.601.585.314.977.000;5.214.851.898.206.090;0.7300792657488528;0.8343763037129747;0.6257822277847309;0.1042970379641218;0.0;14.601.585.314.977.000;14.601.585.314.977.000;0.0;0.0;0.0;0.0;0.1042970379641218;0.0;0.9386733416770964;0.0;9588;0.0;0;0;1;0;0;Unreliable;0.43049747;3GONHBMNHVANBJZ4R9LI2WO6UCLMZ2#b36f4cd4-4da6-4df4-87c7-69277200cbf5#1A2LKB11B1PALLY;1468;Dates - 4/5;Reliable
7;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;7.056.451.612.903.220;0.0;15.120.967.741.935.400;20.161.290.322.580.600;20.161.290.322.580.600;20.161.290.322.580.600;0.0;10.080.645.161.290.300;4.032.258.064.516.120;4.032.258.064.516.120;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;992;0.0;0;0;0;1;0;Unreliable;0.4548726;3KA7IJSNW6HXEOT1DBX7XIBY8EBPBW#35390fe7-6650-4f4c-83cd-7f4b1ef50cfd#1A182P7WD5DJU9P;1468;Table - 5/7;Reliable
5;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;1;0;5.434.782.608.695.650;0.0;16.304.347.826.086.900;21.739.130.434.782.600;21.739.130.434.782.600;21.739.130.434.782.600;0.0;10.869.565.217.391.300;43.478.260.869.565.200;43.478.260.869.565.200;0.0;0.0;0.0;0.0;0.0;0.0;10.869.565.217.391.300;0.0;0.92;0.0;0;1;0;0;0;Unreliable;0.50598305;3N3WJQXELS2DZQE72QBPF8ZA9Z12LF#70a96270-509a-434b-8445-c236f5952821#1A2EZVULYVJOPNO;1469;Amounts - 6/10;Reliable
1;0;7;1;1;1;0;0;2;2;0;0;0;0;1;0;0;0;34.965.034.965.034.900;0.0;24.475.524.475.524.400;34.965.034.965.034.900;34.965.034.965.034.900;34.965.034.965.034.900;0.0;0.0;6.993.006.993.006.990;6.993.006.993.006.990;0.0;0.0;0.0;0.0;34.965.034.965.034.900;0.0;0.0;0.0;286;0.0;0;0;1;0;0;Unreliable;0.5349499;3V7ICJJAZASBPV7IFR5JUK03HKMB42#59f543a0-d71d-450d-95f7-0c98be9c43f5#1AFUE61NJ28R5A;1469;Dates - 3/5;Reliable
6;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;13.129.102.844.638.900;0.0;17.505.470.459.518.500;21.881.838.074.398.200;21.881.838.074.398.200;21.881.838.074.398.200;0.0;21.881.838.074.398.200;43.763.676.148.796.400;43.763.676.148.796.400;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;457;0.0;0;0;0;1;0;Unreliable;0.52946687;44a4de55-850a-4277-8aff-c42dd5868fb6#f9e80733-7946-4f1c-8bb4-6362419570ea#168e48622;1470;Table - 4/7;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;8.460.236.886.632.820;0.0;23.688.663.282.571.900;33.840.947.546.531.300;33.840.947.546.531.300;33.840.947.546.531.300;0.0;0.0;6.768.189.509.306.260;6.768.189.509.306.260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;591;0.0;0;0;0;1;0;Unreliable;0.5182698;44a4de55-850a-4277-8aff-c42dd5868fb6#f9e80733-7946-4f1c-8bb4-6362419570ea#168e48622;1470;Table - 5/7;Reliable
7;0;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;14.553.014.553.014.500;0.0;27.027.027.027.027.000;4.158.004.158.004.150;4.158.004.158.004.150;2.079.002.079.002.070;0.0;0.0;8.316.008.316.008.310;8.316.008.316.008.310;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;481;0.0;0;0;0;1;0;Unreliable;0.56176054;44a4de55-850a-4277-8aff-c42dd5868fb6#f9e80733-7946-4f1c-8bb4-6362419570ea#168e48622;1470;Table - 6/7;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;68.493.150.684.931.500;0.0;15.981.735.159.817.300;22.831.050.228.310.500;22.831.050.228.310.500;22.831.050.228.310.500;0.0;0.0;4.566.210.045.662.100;4.566.210.045.662.100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;438;0.0;0;1;0;0;0;Unreliable;0.46993688;521a85aa-05a9-474d-bcbb-72481678707a#c42d0b18-4f80-4b97-947c-fe32c3e282a5#17aad13b6;1470;Amounts - 10/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;6.134.969.325.153.370;0.0;14.314.928.425.357.800;2.044.989.775.051.120;2.044.989.775.051.120;2.044.989.775.051.120;0.0;0.0;408.997.955.010.225;408.997.955.010.225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;489;0.0;0;1;0;0;0;Unreliable;0.44176236;521a85aa-05a9-474d-bcbb-72481678707a#c42d0b18-4f80-4b97-947c-fe32c3e282a5#17aad13b6;1470;Amounts - 5/11;Reliable
5;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;10.121.457.489.878.500;0.0;16.194.331.983.805.600;20.242.914.979.757.000;20.242.914.979.757.000;20.242.914.979.757.000;0.0;20.242.914.979.757.000;4.048.582.995.951.410;4.048.582.995.951.410;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;494;0.0;0;1;0;0;0;Unreliable;0.5371521;521a85aa-05a9-474d-bcbb-72481678707a#c42d0b18-4f80-4b97-947c-fe32c3e282a5#17aad13b6;1470;Amounts - 6/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;6.122.448.979.591.830;0.0;14.285.714.285.714.200;20.408.163.265.306.100;20.408.163.265.306.100;20.408.163.265.306.100;0.0;0.0;4.081.632.653.061.220;4.081.632.653.061.220;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49;0.0;0;1;0;0;0;Unreliable;0.44121802;521a85aa-05a9-474d-bcbb-72481678707a#c42d0b18-4f80-4b97-947c-fe32c3e282a5#17aad13b6;1470;Amounts - 7/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;6.109.979.633.401.220;0.0;14.256.619.144.602.800;20.366.598.778.004.000;20.366.598.778.004.000;20.366.598.778.004.000;0.0;0.0;40.733.197.556.008.100;40.733.197.556.008.100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;491;0.0;0;1;0;0;0;Unreliable;0.44067565;521a85aa-05a9-474d-bcbb-72481678707a#c42d0b18-4f80-4b97-947c-fe32c3e282a5#17aad13b6;1470;Amounts - 9/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;7.968.127.490.039.840;0.0;1.394.422.310.756.970;199.203.187.250.996;199.203.187.250.996;199.203.187.250.996;0.0;0.0;398.406.374.501.992;398.406.374.501.992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;502;0.0;0;1;0;0;0;Unreliable;0.4349942;56334cda-a28f-4ee3-a75d-fd4e61125a85#f41bac74-0d5c-437e-975b-9ca9f79506b9#180f6a31a;1470;Amounts - 6/11;Reliable
4;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;7.707.129.094.412.330;0.0;15.414.258.188.824.600;19.267.822.736.030.800;19.267.822.736.030.800;19.267.822.736.030.800;0.0;19.267.822.736.030.800;38.535.645.472.061.600;38.535.645.472.061.600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;519;0.0;0;1;0;0;0;Unreliable;0.524239;621ffce1-df80-49f3-bdb3-657585893045#dba31c3e-1e24-43a4-b3fc-4e4db1afebec#1ee9c626c;1470;Amounts - 10/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;6.802.721.088.435.370;0.0;15.873.015.873.015.800;22.675.736.961.451.200;22.675.736.961.451.200;22.675.736.961.451.200;0.0;0.0;4.535.147.392.290.240;4.535.147.392.290.240;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;441;0.0;0;1;0;0;0;Unreliable;0.46836153;621ffce1-df80-49f3-bdb3-657585893045#dba31c3e-1e24-43a4-b3fc-4e4db1afebec#1ee9c626c;1470;Amounts - 9/11;Reliable
4;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;6.201.550.387.596.890;0.0;12.403.100.775.193.700;1.550.387.596.899.220;1.550.387.596.899.220;1.550.387.596.899.220;0.0;1.550.387.596.899.220;31.007.751.937.984.400;31.007.751.937.984.400;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;645;0.0;0;1;0;0;0;Unreliable;0.45733273;84863ac0-e9b7-40e7-85a7-037456f24a37#8a9b345b-b15a-49bb-a1fa-17d409baef0d#1ac934b76;1470;Amounts - 10/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;7.905.138.339.920.940;0.0;1.383.399.209.486.160;1.976.284.584.980.230;1.976.284.584.980.230;1.976.284.584.980.230;0.0;0.0;3.952.569.169.960.470;3.952.569.169.960.470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;506;0.0;0;1;0;0;0;Unreliable;0.4329318;84863ac0-e9b7-40e7-85a7-037456f24a37#8a9b345b-b15a-49bb-a1fa-17d409baef0d#1ac934b76;1470;Amounts - 6/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;59.171.597.633.136.000;0.0;13.806.706.114.398.400;19.723.865.877.712.000;19.723.865.877.712.000;19.723.865.877.712.000;0.0;0.0;39.447.731.755.424.000;39.447.731.755.424.000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;507;0.0;0;1;0;0;0;Unreliable;0.432271;84863ac0-e9b7-40e7-85a7-037456f24a37#8a9b345b-b15a-49bb-a1fa-17d409baef0d#1ac934b76;1470;Amounts - 7/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;8.048.289.738.430.580;0.0;14.084.507.042.253.500;20.120.724.346.076.400;20.120.724.346.076.400;20.120.724.346.076.400;0.0;0.0;40.241.448.692.152.900;40.241.448.692.152.900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;497;0.0;0;1;0;0;0;Unreliable;0.43761602;84863ac0-e9b7-40e7-85a7-037456f24a37#8a9b345b-b15a-49bb-a1fa-17d409baef0d#1ac934b76;1470;Amounts - 8/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;6.382.978.723.404.250;0.0;14.893.617.021.276.500;2.127.659.574.468.080;2.127.659.574.468.080;2.127.659.574.468.080;0.0;0.0;425.531.914.893.617;425.531.914.893.617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47;0.0;0;1;0;0;0;Unreliable;0.45251098;84863ac0-e9b7-40e7-85a7-037456f24a37#8a9b345b-b15a-49bb-a1fa-17d409baef0d#1ac934b76;1470;Amounts - 9/11;Reliable
5;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;1.026.694.045.174.530;0.0;1.642.710.472.279.260;2.053.388.090.349.070;2.053.388.090.349.070;2.053.388.090.349.070;0.0;2.053.388.090.349.070;4.106.776.180.698.150;4.106.776.180.698.150;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;487;0.0;0;0;0;1;0;Unreliable;0.5110869;9e6080f0-dc20-4b5d-8fd2-f3985db0b0b2#b476a0e0-92d0-4621-8ddb-a95e79f71596#17b185eef;1470;Table - 4/7;Reliable
5;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;10.438.413.361.169.100;0.0;16.701.461.377.870.500;20.876.826.722.338.200;20.876.826.722.338.200;20.876.826.722.338.200;0.0;20.876.826.722.338.200;4.175.365.344.467.640;4.175.365.344.467.640;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;479;0.0;0;0;0;1;0;Unreliable;0.5158131;bcb34c42-9400-4dd4-8977-50a414032888#9606b960-9057-468a-a085-7546232d4043#1950ae5dc;1470;Table - 3/7;Reliable
25;1;53;8;8;5;0;0;16;16;0;0;0;0;0;0;6;0;7.080.147.267.063.150;0.2832058906825262;1.500.991.220.617.380;22.656.471.254.602.000;22.656.471.254.602.000;14.160.294.534.126.300;0.0;0.0;45.312.942.509.204.100;45.312.942.509.204.100;0.0;0.0;0.0;0.0;0.0;0.0;16.992.353.440.951.500;0.0;35.309.999.999.999.900;0.0;0;1;0;0;0;Unreliable;0.45493785;c44a0155-58d5-4dbe-9d88-cc5d349ae20f#9029bd38-6a02-40ab-9f29-137cfe19ab05#195d4ef66;1470;Amounts - 8/11;Reliable
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;5.434.782.608.695.650;0.0;14.492.753.623.188.400;18.115.942.028.985.500;18.115.942.028.985.500;18.115.942.028.985.500;0.0;18.115.942.028.985.500;3.623.188.405.797.100;3.623.188.405.797.100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;552;0.0;0;1;0;0;0;Unreliable;0.50872505;c72290f0-5813-4a5a-829e-9b30e9e1fb8d#73831220-a934-4ba6-8511-3c9eb8e0f8d1#113685e00;1470;Amounts - 10/11;Reliable
4;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;816.326.530.612.245;0.0;163.265.306.122.449;20.408.163.265.306.100;20.408.163.265.306.100;20.408.163.265.306.100;0.0;20.408.163.265.306.100;4.081.632.653.061.220;4.081.632.653.061.220;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49;0.0;0;1;0;0;0;Unreliable;0.539276;c72290f0-5813-4a5a-829e-9b30e9e1fb8d#73831220-a934-4ba6-8511-3c9eb8e0f8d1#113685e00;1470;Amounts - 5/11;Reliable
4;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;8.676.789.587.852.490;0.0;15.184.381.778.741.800;21.691.973.969.631.200;21.691.973.969.631.200;21.691.973.969.631.200;0.0;0.0;43.383.947.939.262.400;43.383.947.939.262.400;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;461;0.0;0;1;0;0;0;Unreliable;0.45763564;c72290f0-5813-4a5a-829e-9b30e9e1fb8d#73831220-a934-4ba6-8511-3c9eb8e0f8d1#113685e00;1470;Amounts - 9/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;8.522.727.272.727.270;0.0;19.886.363.636.363.600;28.409.090.909.090.900;28.409.090.909.090.900;28.409.090.909.090.900;0.0;0.0;56.818.181.818.181.800;56.818.181.818.181.800;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;352;0.0;0;1;0;0;0;Unreliable;0.5156329;c78fb42f-666f-4d88-abda-344ecd342c87#51354c25-6e53-4665-8b2a-803d23e840d2#1282221d9;1470;Amounts - 10/11;Reliable
3;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;7.672.634.271.099.740;0.0;17.902.813.299.232.700;2.557.544.757.033.240;2.557.544.757.033.240;2.557.544.757.033.240;0.0;0.0;5.115.089.514.066.490;5.115.089.514.066.490;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;391;0.0;0;1;0;0;0;Unreliable;0.49461028;c78fb42f-666f-4d88-abda-344ecd342c87#51354c25-6e53-4665-8b2a-803d23e840d2#1282221d9;1470;Amounts - 4/11;Reliable
5;0;14;2;2;1;0;1;4;4;0;0;0;0;0;0;0;0;7.886.435.331.230.280;0.0;22.082.018.927.444.700;31.545.741.324.921.100;31.545.741.324.921.100;15.772.870.662.460.500;0.0;15.772.870.662.460.500;6.309.148.264.984.220;6.309.148.264.984.220;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;634;0.0;0;1;0;0;0;Unreliable;0.5785721;c78fb42f-666f-4d88-abda-344ecd342c87#51354c25-6e53-4665-8b2a-803d23e840d2#1282221d9;1470;Amounts - 5/11;Reliable
4;0;13;2;2;1;0;0;4;4;0;0;0;0;0;0;0;0;6.768.189.509.306.260;0.0;2.199.661.590.524.530;33.840.947.546.531.300;33.840.947.546.531.300;16.920.473.773.265.600;0.0;0.0;6.768.189.509.306.260;6.768.189.509.306.260;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;591;0.0;0;1;0;0;0;Unreliable;0.53910595;c78fb42f-666f-4d88-abda-344ecd342c87#51354c25-6e53-4665-8b2a-803d23e840d2#1282221d9;1470;Amounts - 6/11;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;8.431.703.204.047.210;0.0;2.360.876.897.133.220;33.726.812.816.188.800;33.726.812.816.188.800;33.726.812.816.188.800;0.0;0.0;6.745.362.563.237.770;6.745.362.563.237.770;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;593;0.0;0;1;0;0;0;Unreliable;0.5495314;c78fb42f-666f-4d88-abda-344ecd342c87#51354c25-6e53-4665-8b2a-803d23e840d2#1282221d9;1470;Amounts - 7/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;7.952.286.282.306.160;0.0;2.783.300.198.807.150;39.761.431.411.530.800;39.761.431.411.530.800;39.761.431.411.530.800;0.0;0.0;7.952.286.282.306.160;7.952.286.282.306.160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;503;0.0;0;1;0;0;0;Unreliable;0.58680254;c78fb42f-666f-4d88-abda-344ecd342c87#51354c25-6e53-4665-8b2a-803d23e840d2#1282221d9;1470;Amounts - 8/11;Reliable
5;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;9.765.625;0.0;2.734.375;390.625;390.625;390.625;0.0;0.0;78.125;78.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;512;0.0;0;1;0;0;0;Unreliable;0.58255523;c78fb42f-666f-4d88-abda-344ecd342c87#51354c25-6e53-4665-8b2a-803d23e840d2#1282221d9;1470;Amounts - 9/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;11.396.011.396.011.300;0.0;3.988.603.988.603.980;5.698.005.698.005.690;5.698.005.698.005.690;5.698.005.698.005.690;0.0;0.0;11.396.011.396.011.300;11.396.011.396.011.300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351;0.0;0;1;0;0;0;Unreliable;0.5212565;37dc0856-3d02-4984-9a18-2e835b9072b0#924b7a56-ea77-42b0-999c-d70088a5de5c#1d120686d;1470;Amounts - 9/11;Reliable
5;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;1.366.120.218.579.230;0.0;4.098.360.655.737.700;546.448.087.431.694;546.448.087.431.694;546.448.087.431.694;0.0;273.224.043.715.847;1.092.896.174.863.380;1.092.896.174.863.380;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;366;0.0;0;1;0;0;0;Unreliable;0.52168673;37dc0856-3d02-4984-9a18-2e835b9072b0#924b7a56-ea77-42b0-999c-d70088a5de5c#1d120686d;1470;Amounts - 4/11;Reliable
5;1;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;16.722.408.026.755.800;33.444.816.053.511.700;4.682.274.247.491.630;6.688.963.210.702.340;6.688.963.210.702.340;6.688.963.210.702.340;0.0;0.0;13.377.926.421.404.600;13.377.926.421.404.600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;299;0.0;0;1;0;0;0;Unreliable;0.51189077;37dc0856-3d02-4984-9a18-2e835b9072b0#924b7a56-ea77-42b0-999c-d70088a5de5c#1d120686d;1470;Amounts - 10/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;11.363.636.363.636.300;0.0;3.977.272.727.272.720;56.818.181.818.181.800;56.818.181.818.181.800;56.818.181.818.181.800;0.0;0.0;11.363.636.363.636.300;11.363.636.363.636.300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;352;0.0;0;1;0;0;0;Unreliable;0.5210899;37dc0856-3d02-4984-9a18-2e835b9072b0#924b7a56-ea77-42b0-999c-d70088a5de5c#1d120686d;1470;Amounts - 8/11;Reliable
4;0;14;2;2;2;0;0;4;4;0;0;0;0;0;0;0;0;1.234.567.901.234.560;0.0;4.320.987.654.320.980;6.172.839.506.172.830;6.172.839.506.172.830;6.172.839.506.172.830;0.0;0.0;1.234.567.901.234.560;1.234.567.901.234.560;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;324;0.0;0;1;0;0;0;Unreliable;0.5261061;37dc0856-3d02-4984-9a18-2e835b9072b0#924b7a56-ea77-42b0-999c-d70088a5de5c#1d120686d;1470;Amounts - 5/11;Reliable
3;0;8;1;1;1;0;1;2;2;0;0;0;0;0;0;0;0;7.444.168.734.491.310;0.0;19.851.116.625.310.100;24.813.895.781.637.700;24.813.895.781.637.700;24.813.895.781.637.700;0.0;24.813.895.781.637.700;4.962.779.156.327.540;4.962.779.156.327.540;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;403;0.0;0;1;0;0;0;Unreliable;0.43086052;3X878VYTIEUYLZ1HMRPMGMBYNM27F2#9310bf87-8887-4edf-94ab-796ca673f3f9#1A8LBBPY53A3O3;1468;Amounts - 4/11;Reliable
7;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;10.479.041.916.167.600;0.0;2.245.508.982.035.920;2.994.011.976.047.900;2.994.011.976.047.900;2.994.011.976.047.900;0.0;1.497.005.988.023.950;5.988.023.952.095.800;5.988.023.952.095.800;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;668;0.0;0;0;0;1;0;Unreliable;0.450477;592659e5-5412-4efb-8f4e-aa06e7b1662a#b1c8d3ed-92bb-4bda-8ee7-fa2589a420a7#1f1ac08dc;1470;Table - 6/7;Reliable
24;0;7;1;1;1;0;0;2;2;0;0;0;0;0;0;0;0;10.126.582.278.481.000;0.0;29.535.864.978.903.100;4.219.409.282.700.450;4.219.409.282.700.450;4.219.409.282.700.450;0.0;0.0;8.438.818.565.400.900;8.438.818.565.400.900;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2369999999999983;18416;0;0;0;1;0;Unreliable;0.45949224;6347b254-5801-49ee-9b3c-a72be816d7d9#e731d955-96bb-4b3a-b523-cc8448df07e8#18b327c4b;1470;Table - 4/7;Reliable
6;0;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;9.569.377.990.430.620;0.0;23.923.444.976.076.500;3.189.792.663.476.870;3.189.792.663.476.870;3.189.792.663.476.870;0.0;1.594.896.331.738.430;6.379.585.326.953.740;6.379.585.326.953.740;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;627;0.0;0;0;0;1;0;Unreliable;0.46835887;76702ce7-47bb-45cf-adc8-7142977f3f5b#eb7f590f-873e-4ce1-a66b-5b93212b015a#1d8bae755;1470;Table - 6/7;Reliable
5;1;15;2;2;2;0;1;4;4;0;0;0;0;0;0;0;0;1.358.695.652.173.910;2.717.391.304.347.820;4.076.086.956.521.730;5.434.782.608.695.650;5.434.782.608.695.650;5.434.782.608.695.650;0.0;2.717.391.304.347.820;10.869.565.217.391.300;10.869.565.217.391.300;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;368;0.0;0;0;0;1;0;Unreliable;0.51174253;a2a768bf-9164-44b7-821e-a4da68f5c847#7b30b83d-fda2-47bc-8362-515c7c35194a#1a0402c52;1470;Table - 2/7;Reliable
